instance,tsp,cities,items,type,capacity,best,algo,S1,S2,S3,S4,S5,C1,C2,C3,C4,C5,C6,MATLS,DH,M3,M4,M3B,M4B,RLS,EA,SH,NDSBRKGA,WSM,JK17,JC17,MY17,WC17,HLS,CS2SA*,CS2SA-R,JNB,J2B,MEA2P,COCO,COCOP,COCOL
pr2392_n11955_uncorr-similar-weights_09,pr2392,2392,5,usw,9,1588192.0,S5,1513911.344,1514717.787,1522735.583,1578732.802,1588192.133,1521071.671,1516632.389,1584339.694,1579870.152,1574983.799,1513370.9,1567530.0,1207934.12,1496003.465,1492889.19,-inf,-inf,1518651.316,1518531.493,11461.85,-inf,-inf,-inf,-6363769.70289873,1568160.50176937,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n11955_uncorr-similar-weights_10,pr2392,2392,5,usw,10,1754244.0,C3,1690282.46,1699360.463,1698628.89,1701872.213,1754154.972,1738368.546,1692627.669,1754243.892,1752790.513,1742767.185,1687960.786,1741270.0,1459034.78,1649502.843,1658358.041,-inf,-inf,1694558.777,1694709.136,220956.7,-inf,-inf,-inf,-6338264.96940464,1745146.59315133,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_bounded-strongly-corr_01,pr2392,2392,10,bsc,1,1419592.0,S5,1339853.246,1402544.443,1402635.08,1343238.316,1419591.576,1340804.416,1412213.224,1417616.723,1418449.723,1341197.834,1417423.854,1323800.0,875579.7,1367941.378,1367620.712,1358835.138,1364884.386,1159324.564,1186318.907,875579.7,-inf,-inf,-inf,-6144039.92147791,1276609.54560335,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_bounded-strongly-corr_02,pr2392,2392,10,bsc,2,2514796.0,S5,2336342.935,2485925.63,2485996.096,2484608.258,2514796.379,2336271.326,2494693.399,2509734.473,2505000.699,2336628.433,2503889.24,2429430.0,1798574.41,2425041.344,2419960.11,2408844.385,2405712.229,2331534.777,2330480.221,1795094.6,-inf,-inf,-inf,-8964592.67308187,2401358.9282239,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_bounded-strongly-corr_03,pr2392,2392,10,bsc,3,3251714.0,S5,3016415.123,3242092.771,2996855.059,3020646.664,3251713.647,3010691.841,3238891.118,3251258.296,3250835.906,3017061.173,3241305.615,3069790.0,2543480.14,3147793.094,3129618.426,3100095.049,3090234.639,2988854.345,2988476.479,2408187.71,-inf,-inf,-inf,-9426436.43265628,3239402.73024888,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_bounded-strongly-corr_04,pr2392,2392,10,bsc,4,3964249.0,S5,3673998.843,3936029.426,3906849.921,3631561.949,3964249.177,3664846.916,3932087.25,3961924.481,3955431.291,3682631.041,3929467.665,3788420.0,3339670.1,3811432.473,3774701.996,3826030.115,3729694.645,3642998.182,3641541.562,2933253.06,-inf,-inf,-inf,-17140531.488615,3937281.9391397,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_bounded-strongly-corr_05,pr2392,2392,10,bsc,5,4435074.0,S5,4095855.305,4412591.893,4417655.195,4389779.544,4435073.526,4087250.51,4391782.445,4417516.57,4424362.624,4117897.512,4374614.189,4085750.0,3792438.17,4257000.588,4242519.149,4202890.509,4192054.338,4066197.647,4065248.967,3117740.35,-inf,-inf,-inf,-20242735.5771314,4362294.97647694,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_bounded-strongly-corr_06,pr2392,2392,10,bsc,6,4854057.0,S5,4473737.908,4824636.205,4830662.6,4524242.151,4854056.526,4468022.73,4799989.798,4844137.619,4828105.096,4524086.823,4770371.427,4531290.0,4205284.12,4726277.836,4593163.245,4607443.262,4539745.013,4447007.829,4445375.166,3154657.98,-inf,-inf,-inf,-23384387.1969156,4814640.02380717,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_bounded-strongly-corr_07,pr2392,2392,10,bsc,7,5167829.0,S5,4748233.233,5071332.953,5131637.945,4805783.21,5167829.296,4741316.79,5090270.299,5144354.961,5127009.682,4822171.884,5058275.575,4894010.0,4512340.83,4885506.07,4840731.781,4838908.258,4880375.14,4728018.119,4724897.004,2920201.87,-inf,-inf,-inf,-32101201.5647565,5064481.10620001,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_bounded-strongly-corr_08,pr2392,2392,10,bsc,8,5383287.0,S5,5240782.43,5307494.827,5306381.74,4975721.989,5383287.204,4962477.984,5268261.557,5329162.17,5329658.668,5007344.997,4991936.926,5103010.0,4695514.73,5031652.292,5059027.607,4990116.973,4898660.444,4896127.75,4893808.678,2438304.51,-inf,-inf,-inf,-38455561.3584337,5311825.75245318,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_bounded-strongly-corr_09,pr2392,2392,10,bsc,9,5448525.0,S5,4953825.716,5381421.857,4933342.583,5040994.706,5448524.52,4947686.98,5337474.945,5401917.65,5428387.998,5083532.309,5296975.904,5218410.0,4769463.62,5023270.634,5065890.723,5022553.251,4985233.747,4959780.828,4956806.284,1674705.34,-inf,-inf,-inf,-36097240.0232398,5300728.44759896,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_bounded-strongly-corr_10,pr2392,2392,10,bsc,10,5520693.0,C3,5009249.086,5362399.391,5010995.101,5096691.233,5503382.285,5095767.27,5392442.541,5520693.301,5446641.734,5145659.171,5350422.15,5316240.0,4840031.92,5121005.017,5063868.623,5027074.715,4920381.982,5011890.357,5010573.514,728624.54,-inf,-inf,-inf,-36484804.8554167,5435355.77079305,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr_01,pr2392,2392,10,unc,1,1369430.0,C4,1292115.171,1345148.397,1286652.513,1352451.374,1363432.935,1293153.449,1293631.072,1359948.187,1369429.765,1295720.02,1287256.665,1336500.0,-560371.84,1301568.338,1291212.313,1303214.673,1292456.995,1290855.246,1287748.519,-765040.6,-inf,-inf,-inf,-7227892.43652799,1352269.67622274,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr_02,pr2392,2392,10,unc,2,1895499.0,S5,1808211.719,1860535.071,1880564.547,1879123.55,1895498.59,1786383.464,1805196.422,1888819.067,1889767.685,1812233.137,1790030.074,1855730.0,-115909.72,1817812.705,1808674.041,1824174.987,1810834.648,1803103.169,1797614.451,-714321.12,-inf,-inf,-inf,-6643008.87888253,1866550.57134107,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr_03,pr2392,2392,10,unc,3,2251779.0,C3,2241668.864,2225285.005,2233737.612,2245170.14,2249307.816,2233135.1,2153418.085,2251778.979,2250789.401,2156712.236,2145116.268,2227660.0,609570.04,2135963.731,2131761.386,2169800.494,2106854.599,2153845.097,2148386.492,-605699.22,-inf,-inf,-inf,-10941796.4682303,2223857.64001111,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr_04,pr2392,2392,10,unc,4,2540915.0,C4,2533473.471,2509880.861,2440274.166,2535437.047,2536947.699,2521343.015,2429781.424,2539419.34,2540914.743,2438148.677,2427267.445,2518490.0,1456615.09,2403106.776,2395514.793,2388661.861,2412170.65,2431587.711,2427522.071,-490335.24,-inf,-inf,-inf,-12004935.5445093,2501095.17771213,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr_05,pr2392,2392,10,unc,5,2726805.0,C4,2624443.984,2702255.88,2704465.862,2718043.867,2723400.043,2710066.341,2610696.96,2724409.213,2726804.847,2626538.491,2613878.717,2712360.0,1807621.03,2571238.735,2581851.381,2569822.342,2541042.73,2615826.172,2610605.59,-427964.0,-inf,-inf,-inf,-12622082.8100063,2706918.92162492,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr_06,pr2392,2392,10,unc,6,2931090.0,C4,2808685.714,2894586.756,2884119.393,2907936.891,2911479.898,2899892.64,2798607.929,2911525.035,2931089.945,2820520.106,2807041.612,2892490.0,2134627.54,2754260.257,2751018.215,2731022.937,2713845.171,2809652.857,2805702.901,-321267.45,-inf,-inf,-inf,-9816846.18145149,2899893.61016296,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr_07,pr2392,2392,10,unc,7,3128180.0,C4,3080735.77,3080396.411,3002581.514,3006306.252,3113354.953,3097556.27,2994303.623,3112707.136,3128180.36,3016222.46,2999508.179,3091950.0,2439025.24,2939189.765,2923851.328,2920282.929,2910771.901,3008648.779,3004462.579,-238637.44,-inf,-inf,-inf,-15619646.4398687,3066789.66522667,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr_08,pr2392,2392,10,unc,8,3370858.0,C4,3280439.511,3327423.716,3257147.093,3329582.694,3351512.355,3339552.365,3238345.226,3354532.057,3370858.271,3260259.781,3244126.324,3334310.0,2771383.2,3144018.777,3145979.1,3161874.13,3162118.483,3256549.331,3250566.212,-38223.29,-inf,-inf,-inf,-13719389.6650024,3302529.01848324,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr_09,pr2392,2392,10,unc,9,3627327.0,C4,3538028.819,3583079.378,3499292.396,3507491.456,3617217.393,3595233.538,3498685.654,3601542.27,3627327.031,3519565.857,3503647.465,3585540.0,3121102.33,3401653.977,3389020.93,3407167.877,3380909.971,3518125.23,3513644.989,218239.03,-inf,-inf,-inf,-13820619.6605182,3589751.13957143,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr_10,pr2392,2392,10,unc,10,3906584.0,S5,3803251.091,3789997.731,3784569.885,3885723.299,3906583.776,3786166.479,3799122.456,3881163.629,3894175.182,3888904.806,3787969.87,3864950.0,3474361.65,3681326.421,3683704.748,3684929.314,3656957.84,3802672.22,3798521.986,1385238.75,-inf,-inf,-inf,-12296298.4939223,3849199.32694136,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr-similar-weights_01,pr2392,2392,10,usw,1,808907.0,S5,755049.6291,795533.2742,758980.7362,758432.6772,808907.3646,754399.1742,792800.9792,804976.8627,804713.692,753735.4185,804612.9318,787256.0,234687.12,779878.1161,787819.7332,782388.1873,763005.8578,677703.8792,693848.0982,176547.51,-inf,-inf,-inf,-3206810.5499728,755864.894929626,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr-similar-weights_02,pr2392,2392,10,usw,2,1257360.0,C6,1156476.224,1237964.635,1172055.619,1232934.581,1252901.317,1157992.383,1249190.138,1251416.908,1253158.162,1157868.874,1257360.337,1248410.0,421804.3,1190234.102,1197963.212,-inf,1162161.745,1162905.967,1159956.093,236261.36,-inf,-inf,-inf,-6193555.35898609,1233641.40691551,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr-similar-weights_03,pr2392,2392,10,usw,3,1546824.0,S5,1419581.614,1533479.845,1510699.473,1515631.049,1546823.798,1430231.019,1521742.863,1542408.127,1535351.948,1425805.029,1543088.099,1535530.0,569730.68,1451881.653,1451891.821,1424811.377,1406102.127,1422771.645,1421490.279,187440.77,-inf,-inf,-inf,-9511789.63935724,1529381.23848323,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr-similar-weights_04,pr2392,2392,10,usw,4,1789197.0,S5,1646878.759,1756082.847,1636123.005,1754221.163,1789196.614,1634539.716,1762785.228,1788220.056,1784647.429,1656497.224,1758632.285,1782070.0,727482.28,1657800.156,1648528.987,1649242.708,1612389.788,1651048.292,1648467.225,75746.09,-inf,-inf,-inf,-14245608.3080898,1783072.59312278,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr-similar-weights_05,pr2392,2392,10,usw,5,2035434.0,S5,1879674.033,2017557.402,1872818.464,2017224.665,2035434.357,1903852.214,2005696.079,2033318.569,2029629.1,1990398.379,2003002.565,2031390.0,923297.35,1855359.227,1858797.419,1886086.83,1876164.573,1884402.164,1882492.578,-25962.54,-inf,-inf,-inf,-14980838.1726892,1998623.32697167,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr-similar-weights_06,pr2392,2392,10,usw,6,2285290.0,S5,2125253.411,2263062.33,2155961.72,2240212.613,2285290.472,2151172.06,2253870.476,2269097.433,2261995.382,2146893.971,2252980.858,2277840.0,1173668.46,2133109.539,2069058.026,2102779.818,2057448.501,2130755.445,2126709.023,-123446.52,-inf,-inf,-inf,-15447654.9275312,2223996.08944502,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr-similar-weights_07,pr2392,2392,10,usw,7,2537288.0,C4,2376506.061,2366026.687,2429658.135,2364764.097,2535021.083,2375775.838,2504328.06,2536210.601,2537288.308,2405409.408,2506612.112,2530680.0,1493741.98,2335093.358,2319445.237,2318737.161,2363062.757,2381794.726,2380180.644,-173077.13,-inf,-inf,-inf,-16232986.5651736,2500320.92496332,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr-similar-weights_08,pr2392,2392,10,usw,8,2830001.0,C4,2662401.999,2789193.061,2791784.221,2802531.457,2817737.614,2683386.844,2664808.294,2806563.511,2830001.06,2769881.467,2663144.478,2813600.0,1902566.13,2608005.456,2601738.726,2589680.849,2575745.155,2671366.761,2667133.702,-141913.9,-inf,-inf,-inf,-17610584.9537639,2755044.52660115,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr-similar-weights_09,pr2392,2392,10,usw,9,3154987.0,S5,3005181.587,3120542.722,3126208.822,3141417.575,3154986.838,3023736.45,3006101.26,3146682.999,3142521.16,3006144.654,3006862.907,3147000.0,2387201.0,2971542.038,2930709.451,2919833.251,2852354.71,3014447.26,3010866.091,-57.42,-inf,-inf,-inf,-17815158.0024189,3110077.85014583,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr2392_n23910_uncorr-similar-weights_10,pr2392,2392,10,usw,10,3514084.0,S5,3374686.062,3383724.738,3374047.178,3503445.501,3514083.855,3390146.043,3373570.751,3509934.745,3501913.733,3376045.886,3376642.228,3508240.0,2897433.45,3306258.899,3289395.49,3289967.678,3288623.793,3384100.842,3382643.988,402478.21,-inf,-inf,-inf,-18504677.5484032,3495791.02396733,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_bounded-strongly-corr_01,pcb3038,3038,1,bsc,1,161540.0,COCOL,153153.6973,152444.7895,158366.5624,156145.1038,159834.5774,155419.9146,155387.6389,159360.2976,160196.2504,151911.3567,155523.6773,146943.0,98116.6,153144.8005,152713.0676,151415.2966,150340.3835,125869.0332,142094.714,98116.6,-inf,-inf,-inf,-733289.518157932,148647.173796848,-inf,153615.0,145338.0,145955.0,-inf,-inf,-inf,161456.0,161322.0,161540.0
pcb3038_n3037_bounded-strongly-corr_02,pcb3038,3038,1,bsc,2,303880.0,S5,302295.3992,299655.9928,300421.902,301214.9679,303880.2051,297970.1818,298251.0509,302371.079,303128.1331,295120.5307,301955.0754,298434.0,232398.75,292541.6865,291239.7922,292420.202,290477.1879,272582.6095,279972.0026,232398.75,-inf,-inf,-inf,-938260.454826987,292230.825877866,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_bounded-strongly-corr_03,pcb3038,3038,1,bsc,3,413477.0,C4,400722.6553,398794.2856,396185.1349,405510.9907,408266.6114,393628.4746,402309.8666,408837.2017,413476.9419,401921.79,406663.7609,396700.0,335280.47,392870.7933,392268.1994,390135.4948,385681.701,392966.7182,392968.2907,333791.28,-inf,-inf,-inf,-1101853.91796699,404577.447229388,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_bounded-strongly-corr_04,pcb3038,3038,1,bsc,4,483454.0,S5,472675.7983,471754.584,477842.5684,477917.1285,483454.4427,468333.7561,468222.3174,477586.2406,479062.1436,474270.8103,461927.3141,465118.0,428465.01,460812.274,460696.5731,463004.7449,450988.1515,464042.1345,464020.9687,404924.18,-inf,-inf,-inf,-1021547.56958941,473225.34704564,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_bounded-strongly-corr_05,pcb3038,3038,1,bsc,5,557842.0,C4,547024.3976,538558.9625,548123.8258,534542.2009,555299.0086,532692.5791,533154.3508,546627.3581,557841.7606,540558.9346,527035.6661,544063.0,512752.15,527825.8955,526032.837,524171.0002,528381.389,529263.4857,529265.0204,456377.83,-inf,-inf,-inf,-1815404.14752302,551842.270135483,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_bounded-strongly-corr_06,pcb3038,3038,1,bsc,6,578715.0,S5,570564.4716,556770.4042,553282.6393,558656.1769,578714.8436,554784.0297,555048.8333,572964.0673,574575.716,566530.0067,550246.9603,544307.0,534751.68,546216.9128,550661.8702,541332.7715,534906.258,551615.3949,551628.0914,446299.98,-inf,-inf,-inf,-2609704.34230975,562397.229414383,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_bounded-strongly-corr_07,pcb3038,3038,1,bsc,7,649337.0,S5,639763.4024,631782.4596,633199.9979,625275.8125,649336.968,621729.9479,626754.7895,640662.5312,642897.1434,635609.6474,634141.2161,622166.0,607019.5,615164.6998,609921.6652,608071.2157,598623.1334,619065.7571,619064.0192,471245.59,-inf,-inf,-inf,-2983424.54038522,647508.148183394,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_bounded-strongly-corr_08,pcb3038,3038,1,bsc,8,676972.0,MY17,663514.5139,654578.2078,658320.7549,657773.1622,673531.0736,643521.4435,648663.008,664744.9317,665778.4092,663177.3742,642031.1083,657685.0,632064.07,629231.317,627755.0805,631630.0163,618193.6013,641086.9383,641083.0945,420620.93,-inf,-inf,-inf,-4451994.4812656,676971.736766714,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_bounded-strongly-corr_09,pcb3038,3038,1,bsc,9,713663.0,MY17,676577.8489,668003.9795,682508.0952,659573.6851,694508.5557,683264.5156,671451.1174,688333.9416,687141.7789,688691.8823,679054.523,678522.0,660675.89,650761.5128,646217.6088,634497.6041,632655.2531,664021.0549,664024.0243,358601.36,-inf,-inf,-inf,-5068900.69793603,713663.358592425,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_bounded-strongly-corr_10,pcb3038,3038,1,bsc,10,662005.0,MY17,633571.413,620301.3706,618612.1635,635861.9739,656366.407,641641.202,628091.9023,647768.1824,645097.5816,634453.623,635173.5466,638507.0,618788.97,603086.4148,589046.0762,592025.2694,592081.9818,622128.6037,622130.6435,181381.46,-inf,-inf,-inf,-5679158.67350222,662005.122027651,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr_01,pcb3038,3038,1,unc,1,171264.0,C3,162293.8136,165331.9492,164731.589,162081.3708,170113.919,164961.0632,171152.0273,171264.3676,166541.7845,164143.0207,168313.1404,170566.0,-64259.65,161063.7247,161205.3294,159699.313,158519.3009,164983.9843,164972.5482,-81787.08,-inf,-inf,-inf,-609127.670543115,163298.024779286,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr_02,pcb3038,3038,1,unc,2,222214.0,C3,207601.3422,212368.2323,205406.1808,211532.4746,221136.479,208958.1649,221220.1218,222214.2846,220468.5661,214311.0323,212114.2745,213610.0,-33440.89,206717.9131,205397.5086,204268.1386,204135.4216,215573.5274,215584.1182,-90003.57,-inf,-inf,-inf,-1124183.30519814,213807.311055308,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr_03,pcb3038,3038,1,unc,3,250854.0,C3,231739.5476,239941.8174,231567.2178,236811.2158,250451.5716,236427.9506,250372.8567,250854.2133,250259.3397,241711.8032,234958.2364,241199.0,28940.31,231749.2476,231160.5795,230602.0284,228952.1332,244601.1921,244597.3052,-95644.99,-inf,-inf,-inf,-1358211.55156224,246873.905631987,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr_04,pcb3038,3038,1,unc,4,275202.0,S5,257686.5975,262385.3108,264525.9178,267316.2047,275201.5982,259765.7529,274830.6727,272361.578,274142.3795,266254.8232,258711.3033,266314.0,141320.86,251202.5878,253469.3724,248559.5142,248447.7491,268711.0525,268711.0525,-95772.73,-inf,-inf,-inf,-1387324.33747222,265419.780012437,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr_05,pcb3038,3038,1,unc,5,294241.0,S5,278081.0804,281333.9392,278678.8242,283752.3446,294240.8761,277933.9916,293893.4792,291480.4607,293040.1156,285776.8666,278132.9683,286881.0,180049.02,270322.231,270491.3503,266321.907,263879.6224,286212.1871,286211.9719,-89326.48,-inf,-inf,-inf,-1291963.16061821,281025.185314625,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr_06,pcb3038,3038,1,unc,6,320301.0,S5,299931.6024,299637.0106,310124.7981,313266.6658,320300.7079,311523.4033,320176.5921,317578.3992,320280.9226,311860.5613,305652.9203,309665.0,220554.21,294878.5879,293768.8728,288077.5178,287570.5751,311283.9217,311282.2893,-79525.54,-inf,-inf,-inf,-1263622.01700415,308828.621524787,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr_07,pcb3038,3038,1,unc,7,349312.0,C2,333453.3318,338234.7019,338821.9387,342543.6424,349233.8384,333589.6127,349311.9726,346050.617,347399.6178,341697.2982,336127.3309,340629.0,266901.0,322416.5332,318815.5372,320847.7692,318805.5144,339518.5573,339845.2577,-51175.72,-inf,-inf,-inf,-1214864.11347561,336455.98562514,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr_08,pcb3038,3038,1,unc,8,377893.0,S5,361461.8577,361250.6065,366160.1194,369876.6868,377893.3978,369430.1581,375931.1211,371605.7168,372534.9308,365574.3176,363788.0193,368985.0,304662.5,348372.4863,348848.8456,347961.4851,341314.6591,366925.4008,366925.4008,-23271.84,-inf,-inf,-inf,-1306253.14941521,364081.792880361,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr_09,pcb3038,3038,1,unc,9,415916.0,S5,400369.7227,404478.3619,404407.9156,408624.2957,415916.4954,408391.5771,414090.249,412781.093,413797.4553,408879.5111,403077.9135,412798.0,354230.18,387116.267,383669.6257,380548.2416,385645.3379,405625.6328,405625.445,8577.59,-inf,-inf,-inf,-1417808.68828038,406224.871377958,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr_10,pcb3038,3038,1,unc,10,454412.0,S5,445951.301,441135.2694,437055.4121,446331.1345,454411.5994,437626.3787,451832.3844,448985.8638,452277.4215,437825.0473,447079.356,445936.0,402658.24,421499.9512,421679.1102,424021.3147,420026.1755,443736.69,443736.6365,160279.82,-inf,-inf,-inf,-830594.188193955,439417.48335957,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr-similar-weights_01,pcb3038,3038,1,usw,1,104750.0,S5,101258.3795,102845.0086,102675.8707,103168.2608,104750.4903,103136.5227,104022.57,104188.4741,104263.9053,101220.9799,102945.1249,103513.0,31350.14,101024.505,102675.3307,100773.4955,99364.29377,84811.7667,100820.8532,26754.36,-inf,-inf,-inf,-263280.583893175,101512.35011506,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr-similar-weights_02,pcb3038,3038,1,usw,2,150789.0,MY17,139362.0598,143999.5555,139852.9705,141996.2845,146601.2339,139526.9959,143784.5647,144708.5504,147610.2753,138090.6486,141559.8704,144338.0,45427.26,137195.3875,135632.8769,137301.0581,136193.6073,144880.5838,144887.5768,26755.67,-inf,-inf,-inf,-559897.821842655,150788.816730448,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr-similar-weights_03,pcb3038,3038,1,usw,3,177345.0,C4,169862.2113,175811.1004,174880.0094,172054.3197,176483.7346,171195.199,171742.8679,175092.9835,177345.122,169874.8007,173275.797,176127.0,66593.66,166739.8741,161116.8669,162194.0309,160620.6148,173986.0971,173986.8995,20366.91,-inf,-inf,-inf,-918569.658945224,174061.837504586,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr-similar-weights_04,pcb3038,3038,1,usw,4,198532.0,C3,191788.3598,195004.005,189514.3518,190462.6647,197376.4018,189205.6194,191497.3725,198532.3183,198410.508,187981.535,193765.783,197457.0,72427.69,181910.7967,183754.2924,179306.5408,178037.5603,194276.2765,194276.2765,5895.01,-inf,-inf,-inf,-695303.24503334,191794.417417611,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr-similar-weights_05,pcb3038,3038,1,usw,5,225262.0,MY17,213313.1237,211096.1563,216616.3481,211832.8793,221062.5045,213866.2479,213830.6448,218189.1117,219939.9591,210090.8161,211579.8914,219783.0,89844.73,200462.1455,197753.7345,198751.3291,196371.8014,215772.8807,215772.8807,-8285.47,-inf,-inf,-inf,-1491771.80361803,225261.812995118,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr-similar-weights_06,pcb3038,3038,1,usw,6,250080.0,S5,246625.499,242634.9694,243644.3608,245464.8075,250079.7935,242377.0029,242076.5276,248331.4612,246161.4692,239476.9474,241724.4584,249200.0,127264.11,227246.308,231497.3863,225957.2623,222456.7079,242435.6725,242434.8402,-21487.49,-inf,-inf,-inf,-2191776.33876835,241686.814882154,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pcb3038_n3037_uncorr-similar-weights_07,pcb3038,3038,1,usw,7,285647.0,S5,274996.5303,272975.9611,273514.4281,266626.2246,285647.3698,272907.4335,280331.8228,279565.7588,280258.9799,270662.7925,273908.3365,278077.0,165828.26,256823.3819,253500.0963,253545.5473,247890.7554,272290.1846,272289.6661,-30494.54,-inf,-inf,-inf,-1993528.73128988,274578.957293526,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
